IONA,Purple Jewel
KEITH,The Wind
LESLIE,Meadowlands
BENITA,Fem. form of BENEDICT
REED,A Reed or Red Haired
KATUNGI,Rich
CAITLYN,From the name CATHERINE
EYDIE,Rich Gift
DERBY,From the Village of Danes
KAZ,Dim. of CASSIUS
APRIA,From the Apricot
BUDDY,Friend
GRANIA,Grain Goddess
RAJA,Hope
GRADY,Of High Rank
SHEA,Fairy Place (Ir)
ERNA,Earnest
TAMARA,A Spice or Palm Tree (Hb)
KABILI,Possession (Af)
CURTIS,Courteous
NENET,Goddess of the Deep (Bt)
DAVIDA,From the name DAVID
ANGIE,From ANGELA
RAVEN,Blackbrid
JACK,From the name JOHN
JADZIA,Jade
FAWN,Young Deer
KEON,Derivitive of Leon (Af-Am)
MALEAH,Unique Little Girl/Beautiful Young Woman
SIDONIA,To Entice
MARJORIE,From the name MARGARET
FINN,Fair
NILES,Son of Neil
CONLAN,Hero
BENNETT,Little Blessed One
KARA,Sweet Melody
MEDA,Prophet (Nat.Am)
KRISTINE,Christ-bearer
KIERSTEN,Annointed
MERVIN,From the name MARVIN
GORDY,From the name GORDON
MOKE,Form of Moses (HI)
HAZELLE,From the name HAZEL
LIVANA,Lunar
QUENNELL,Oak Tree (Fr)
KEITA,Forest
HARMON,From the name HERMAN (Bt)
SERGE,Servant
TRISH,Of Noble Descent
ULL,Glory
GYPSY,A Bohemian Traveler
CORBY,Dark as a Raven
MIMI,From the name MIRIAM (Fr)
PRENTICE,Beginner, Learning
STEFAN,From the name STEVEN
DACEY,Down Below
ZENOBIA,Sign, Symbol
SANTOS,From the name SANTO
JORN,Vigilant Watchman
EPIFANIO,One Who Gives Light (Gk)
KELLEE,From the name KELLY
YONAH,From the name JONAH
ELIZABETH,God's Oath
CORINE,From the name CORINNE
TINO,Small
PSYCHE,The Soul
DYANI,Gazelle (Nat.Am)
CARVER,Wood Carver
VASCHEL,Little Ash Tree
BAILEY,Bailiff, Steward
VERDI,Green (It)
VIVIENNE,Life
RANDALL,From the name RALPH
BLAINE,The Source of a River
EDIE,From the name EDITH
DENNIS,Wild, Frenzied
MANICA,From the Nica (Af)
ELY,Form of ELI
WALTA,Shield (Af)
KEREN,Name (Hb)
GENEVIEVE,Form of GUINIVERE
SINE,Jane, God is Gracious
KOKO,Stork (Jp)
VLADIMIR,Prince (Rs)
ZARA,From the name SARA
VITA,Life (It)
TRAELIC-AN,Smooth
FABUNNI,God has Given Me This (Af)
BIDELIA,High One
SHANNEN,FROM SHANNON
VANGIE,Like an Angel
EUDORA,Honored Gift
TREY,Three (Lt)
THALASSA,The Sea
LAMAR,Of The Sea
DEIDRA,Sorrowful, Wanderer
DIXON,Richard's Son
CAROLYN,From the name CAROL AND LINDA
ZAYN,Beauty (Ara)
MERTON,Town near the Pond
MICOL,Queen (Hb)
LIN,From the name LINDA
STORM,A Storm
SANFORD,A Crossing
EARNEST,Form of ERNEST
XINAVANE,Spread, Propagate (Af)
WES,From the name WESLEY
AMADEUS,Love of God
CARTER,Driver of a Cart
BRYCE,From the name BRICE
IVRIT,The Hebrew Language
OZZIE,From the name OZ
KAMERYN,Crooked Nose
FICO,A Fig
JERRICK,FROM JERICHO
MORGANA,Seashore
THERESE,From the name THERESA
ARCHIE,From the name ARCHIBALD
SILVAIN,Forest (Fr)
DUSTIN,Warrior
YANK,From the name YANCY
CARMINE,Song
LUCE,From the name LUCUS
ILANA,Great Tree
DOUG,From the name DOUGLAS
KENT,Bright White
ILYSSA,Rational
DARRION,From the name Darren
CADEE,Pure
WENDELL,Valley or Wanderer
JOSIAH,Fire of the Lord
EWA,Life (Po)
SHERYL,Beloved
DARNELL,Hidden Nook
TORI,From TORRANCE or VICTORIA
LETITIA,Joy, Gladness
NAYATI,Wrestler
JERICHO,Moon City
NOWLES,Forest Cove
PHIALA,Irish Saint
DESTINY,One's Fate
IVIE,From the name IVY
RONALD,From the name REGINALD (Sc)
CLITUS,General
YARDAN,King (Ar)
ARIEN,Enchanted
GERARD,Brave (Fr)
LYNDSEY,Camp Near Stream
KELII,Chief (HI)
ED,From the name EDWARD
KINA,China (HI)
WOODY,From the name WOODS
ADITA,Basket (Af)
OKALIK,Arctic Hare
PADDY,From the name PATRICK (Ir)
MARTINA,Who Loves Everyone, Warlike
TAMAH,From the name TAMA
SADIE,From the name SARAH
PHEMIA,God of Speech
LARA,From the name LAURA
VITALIS,Life (Lt)
TEENIE,Small One
IDALIA,From IDALEE
CASHLIN,Little Castle
KYLEIGH,Fem. form of KYLE
HEATH,Wasteland
CHICK,From the name CHARLES
BLYTHE,Happy
KENLEY,Royal Meadow
MONTGOMERY,Of the Mountain
ARAN,Forest (Tk)
RALPH,Wolf Counselor
ELMO,Protector
DON,From the name DONALD
INOKE,Devoted (HI)
HYRONIEMUS,Holy Man
CHRISSY,From the name CHRISTOPHER
SELIMA,Brings Comfort, Peace
CAROL,Melody, Song
ALINA,Form of ADELINE
LACHLAN,Lake or Fjord
LEV,Heart (Hb)
MORTON,From the Town Near the Moor
ISAAC,He will laugh
JENNELLE,From JENNY and NELL
MAGNAR,Strength Warrior (Po)
RIGG,Lives near the Ridge
KORENE,Maiden
WILTON,Farm by the Spring
SEVEN,7
MARC,Warlike
APRIL,Opening (as in Spring)
DELPHINE,From the Flower (Fr)
PRISCILLA,Ancient
LYNNEA,Pretty
LOUISE,From the name LOUISA
OLLIE,From the name OLIVER
LANDERS,From the name LANDRY
DEMBE,Peace
MILLS,Near the Mills
KINFE,Wing (Af)
LISIMBA,Lion
ELECTRA,The Shining One
LARK,Songbird
STILLMAN,Quiet, Gentle
ESTER,From the name ESTHER (Sp)
WILLIAM,Desire to Protect
PANFILA,Loved by ALL
GRAZIA,From the name GRACE
ROMEO,Of the Romans
MORTIMER,Lives Near the Sea
NAFIS,Precious
TIERNEY,Lordly (Ir)
DUNN,Brown
AURORETTE,FROM AURORA
CALDER,Stream
LORRETTA,Dim. of LORETTA
PRIMO,First Born (Lt) or Cousin (Sp)
ERICA,Honorable Ruler
PENNEY,From the name PENELOPE
SKIP,From the name SKIPPER
ELOISE,From the name LOIS
DUSCHA,Divine Spirit (Rs)
CECILIA,Blind
HAZINA,Treasure (Af)
MOYNA,Gentle, Soft
MACY,Enduring
ALAIR,Cheerful/Merry
MARIA,From the name MARY
BERT,Bright, nobility
MAUVE,Purplish Color
SUSAN,A Rose or Lilly
ARVIN,Friend to All (Gr)
RICARDO,From the name RICHARD
ABBIE,From the name ABIGAIL
KETARA,A Crown
RAY,A Stream
GIBSON,Son of Gilbert
SHAKILA,Pretty
FREDRICA,Peace
SPENCER,Administrator
STEPHANIE,From the name STEVEN
UMMI,My Mother (Af)
CLAYTON,Town on Clay Land
ADIEL,Goat (Af)
TEFO,Payment (Af)
CARY,From the name CARR
ARLENE,Pledge
NASSER,Triumphant
MANA,Psychic Gifts
ROMAINE,Fem. form of ROMAN
BENJY,From the name BENJAMIN
BENA,Pheasant
ELYSIA,The Blessed Home
ISIS,Most Powerful of Greek Goddesses
LEONZAL,Lion's House
EVE,Life
LIBBY,From the name ELIZABETH
ZOAN,Departure (Af)
NURI,Flaming LIghts (Hb)
ABRAHAM,Father of a Multitude
LUNETTE,Form of LUNA
DAISY,Daisy Flower
MIRIT,Bitter
YEHUDI,A Man from Judah, A Jew
CASSIDY,Clever
PIERRETTE,From the name PIERRE
KATELIN,From KATHERINE and LYNN
CARON,Contraction of CAROLINE
DEKA,Pleasing
TRISTAN,From the name TRISTRAM
NOYA,Beautiful, Ornamented
FRALEY,Friar
YANKA,God is Good (Rs)
FARICA,Chief of Peace
MAISIE,Pearl
CLEMENS,From the name CLEMENT
ADELLE,Noble, Kind
EZEKIEL,Strength of God
EDMUND,Protector
CHARMAINE,Bountiful Orchard
LYNDON,Flexible
KALEY,Form of KELLY
ROGER,Fame Spear
ARLO,Hill
LISETTE,Consecrated to God
HADASSAH,Myrtle Tree
TAI,From THAILAND
GEORGINA,Fem. form of GEORGE
MIKA,Wise Little Raccoon (Nat.Am)
SAMSON,Bright as the Sun (Hb)
ENNIS,Short for DENNIS
MASADA,Foundation, Support
EMMET,Industrious
FRANK,From the name FRANCIS
PAYTON,Village Warrior
HARRIET,Home Ruler
YANA,He Answers (Hb)
MENORA,Candelabra
INGE,Island
DEVORIT,Form of DEBORAH
ELLIS,From the name ELIJAH
TYBAL,A Holy Place
AULII,Delicious (HI)
KIMBERLY,A Diamond-filled Rock
MAHDI,The Expected One (Af)
PETE,From the name PETER
ADA,From the name ADELAIDE
SHERMAN,Shearer or Servant
JUANA,God is beneficent (Hb)
ELU,Full of Grace (Nat.Am)
TUDOR,Divine Gift (Wl)
MIYOKO,Beautiful Child (Jp)
HOLLACE,From the name HALEY
AYSHA,Life
SAXTON,Swordsman
RAMSES,Sun Born (Af)
MANDY,From the name AMANDA
BOONE,Good
THEMA,Queen (Af)
SAWYER,Woodcutter
DERRON,Great
MONICA,From the name MONA
FEIVEL,God Assists (Hb)
WANETA,Shape-shifter (Nat.Am)
JASMINE,A Flower in the Olive Family
AISLINN,A Dream (Ir)
JORRYN,The one God loves
ELIOT,Form of ELIJAH
ROOSEVELT,Field of Roses
NATORI,Bird
SONIA,Wisdom
COY,Quiet, Still
HIROKO,Magnanimous (Jp)
HIDALGO,Noble One
DANE,God is my Judge or From Denmark
ZEPHAN,Irish Saint
ZULEMA,Healthy and Vigorous
TANITH,An Estate
SHANA,God is Gracious
AGNES,Pure
BROCK,A Badger
ZE'EV,Wolf (Hb)
LIZA,From the name ELIZABETH
XAVIERA,From the name XAVIER
ASHTON,Ash Tree Settlement
BELL,From the name BELLE
ALASTAIR,From the name ALEXANDER (Br)
KEEFE,From KEEFER
ASASIA,alt form of Acacia
BOWIE,From the name BOWEN
KENDIS,From the name KENNA
MOINA,Gentle, Soft
AOKO,Outside (Af)
SIMONE,It is heard
SELIA,Variant of SHEILA (Ir) or CELIA
KOTO,Harp (Jp)
NEALON,Chief, Champion
HATEYA,Footprint in the Sand (Nat.Am)
STACEY,Resurrection
JESSIE,From the name JESSICA
LULU,From the name LOUISA
CHARIS,From the name CHARISSE
MORGAN,From the Sea
ADY,From the name ADELAIDE
JAIMIE,I Love
DALLIN,From the Dale
AJAY,From A.J.or Nat.Am name meaning Unconquerable
LYDE,Hill
ASHLYN,ROOTS  ASHLEY&LYN
HOLLY,Plant With Red Berries
SAIDI,Helper (Af)
SERGIO,Attendant
KYLIA,Form of KYLA
CODY,A Cushion
MCKALE,From the name MICHAEL
MARK,From the name MARC
TYME,Thyme Herb
CLIFTON,From a Town near a Cliff
DEANNA,Divine, Valley
SIDNEY,Contraction of St. Denys
ELSIE,From the name ELIZABETH
FRITZ,Contraction of FREDERICK
ODYSSEUS,Full of Wrath
JERI,From the name GERALDINE
TEAGUE,A Poet
NEVILLE,New Town
ALETA,From the name ALETHEA
NATINE,of the Natine Tribe (Af)
VAIL,Valley
VATUSIA,They Leave Us Behind (Af)
ANALISE,From ANALIESE
BRIER,Heather
JUDITH,Praise or Jewish Woman
CARLTON,From the name CARLETON
YUK,Moon (Ch)
HELIA,Sun (Gk)
ALEC,From the name ALEXANDER
ALETTA,Winged One
DONAGH,Brown Warrior
TACITA,Silent
AURORA,Dawn
ARABELA,Beautiful Altar
LANCELOT,Land
LEILANI,Heavenly Flower
LELA,Lofty (Sp)
RHODA,Roses
LA DON,The Lady
WILBUR,From the name GILBERT (Gr)
LORIN,Crowned with Laurel
PIA,Pious
AMARA,Eternal
REUBEN,Behold - A Son
PIER,Form of PIERRE
DALE,From the name DALTON
ALKA,Noble, Brilliant (Po)
ADILA,Just, Fair (Af)
ALAKE,One to be Honored (Af
ELISE,From the name ELIZABETH
HAO,Good, Perfect (Vt)
DUKA,All (Af)
HY,From the name HYMAN
SIENNA,Reddish Brown
JOCELYN,Light Hearted
POWA,Wealthy (Nat.Am)
KAMAL,The Perfect One
SIERRA,Black
CLARK,Clergyman
RICHARD,Powerful, Rich Ruler
SIMON,It is heard
KEELIA,From the name KEELY
NYEKI,Second Wife (Af)
NASHA,Born During Rainy Season (Af)
IOKINA,God will Develop (HI)
MAGEE,Son of Hugh
MERRILL,From the name MERLE
VALENCIA,Bravery
OVERTON,The Upper Town
SHANON,From the name SHANNON
MAVERICK,Wildly Independent (Am)
KILLIAN,Conflict (Ir)
ADELA,Noble and Serene
LYNCH,Sailor (Ir)
HOWELL,Alert One
YERIEL,Founded by God (Hb)
PHILA,Love
LUKE,From the name LUCUS
DUC,Moral, Good (Vt)
KAILEY,Laurel, Crown
HYACINTH,The Flower
RUFINA,Red-Haired
KORI,Girl (Gk)
VIOLA,From the name VIOLET (It)
GOMER,To Complete
SALLY,Form of SARAH
NATALYA,From the name NATALIE
MATIA,From MATILDA
YEVA,Life-Enhancing (Rs)
CRESCENT,To Grow
HUGO,From the name HUGH
CLEANTHA,In Praise of Flowers
DIDRIKA,Leader of the People (Gr)
JADYN,God has Heard
ONA,Full of Grace
LAVONN,Wood
ZIYA,Light (Ara)
LAWANDA,Form of JOAN
ANALIESE,FROM ANNA & LISA
BERTILLE,Heroine
GERDA,Guarded, Protected
MARISOL,Sunny Sea
BRILLIANT,To Sparkle
HILDE,From the name HILDA
ADAMMA,Beautiful Child
SHAKIR,Grateful
WILLEM,Contraction of WILLIAM
DONNICA,Lady
OURAY,Arrow's Shot (Nat.Am)
ANDE,Pillar (Af)
FLORAMARIA,Flower of Mary
SHLOMO,Peaceful (Hb)
ELDA,Old
LOVEY,Loved One
LUCINDA,Beautiful Light
MADGE,From the name MARGARET
MORIBA,Curious Seeker of Knowledge
MARGUERITE,From the name MARGARET
ESTRALITA,From the name STAR (Sp)
SHAY,A Gift
JENGO,One with Reddish Complexion (Af)
IDA,A Fortunate Warrior
LUCRETIA,Full of Light
ZENA,Hospitable
CHARLOT,From the name CHARLOTTE
GISELLE,A Promise
RABIA,Spring (Af)
FRIEDA,Peace, Joy
HAYLEY,From the name HALEY
ANGEL,Angelic
MASHAKA,Trouble (Af)
AMITY,Friendship
JIMMY,From the name JAMES
HARUKI,Shining Brightly
MELANTHA,Form of MELANIE
TALLIS,Forest
ALBERT,Noble, Bright
ZAZA,Movement (Hb)
KAYA,Wise Child (Nat.Am)
PATTY,From the name PATRICIA
ABIA,Great
STOCKTON,Town Near Tree Trunk
KIMI,She Who is Without Equal (Jp)
NOXOLO,Peace
LONATO,Flint Stone (Nat.Am)
ROSALIND,From the name ROSE and LINDA
ITA,Thirsty
THANE,To Beget
PATRICIA,Of Noble Descent
TELEZA,Slippery
AILISH,Form of ELIZABETH
RANDY,From the name RANDOLPH
ALIMA,Heart Sings & Dances
WINIFRED,Friend of Peace (f)
XANTHUS,Yellow
MEARA,Merry
DA-XIA,Long Summer (Ch)
MARKA,Steady Rain (Af)
MARDELL,Meadow Near the Lake
ZELDA,Woman Warrior
ETERNITY,Everlasting
ASABI,One of Select Birth (Af)
RORI,From the name RORY
GRAHAM,The Gray Home
COSMO,The Universe
SAL,From the name SALVADOR
NAOLL,Aztec God of the Sun - Dim. of Naolin
VINE,Vineyard Worker
RUSTY,Red Head
BAYARD,With Red-Brown Hair
DREW,Trustworthy
SEYMOUR,Marshy Land Near the Sea
ANDRES,From the name ANDREW (Sp)
TRINI,The Trinity
RICJUNETTE,Intelligent and Dependable
NEENA,Form of NINA
YANNI,From the name YANNIS
JANET,Pet form of JANE
JOLA,Pretty
KERN,Dark Haired Child (Ir)
KARAN,Tyrant (Af)
BETH,From the name ELIZABETH
DRAKE,Dragon
NELLIE,From HELEN
NASIA,From the name NATALIE
GENE,Born to Nobility
TABAN,Sunshine, Exhausted
PIUTA,Poetry
KOREN,Maiden (Gk)
CYMA,Flourish (Gk)
EVAN,Young Warrior, Also see JOHN
LUNDY,By the Island (Nd)
CAI,Fair Sex
ESBEN,God (Nd)
MORLEY,Pasture of the Moor
LASZLO,Form of LAZARUS
JABULANI,Happy
BARRY,Son of HARRY
DEA,Goddess
MACKENZIE,Son of Kenneth
NESTOR,Wisdom
OREN,A Tree
HARUNI,Mountaineer (Af)
OONA,One
SOLANA,Wind from the East
CONNIE,From the name CONSTANCE
VEA,Chief
CRISTY,From the name CHRISTOPHER
ELIE,From the name ELEANOR
MARO,Myself (Jp)
TIRZAH,Delight
HAROUN,Lofty
EDWIN,Prosperous Friend
DELORES,From the name DOLORES
BURKE,From the fortress
FOX,A Fox
RYLAND,From the Rye Land
URIT,Light
LORI,From the name LAURA
ZAKI,Lion's Prowess (Af)
ARLEN,Pledge
LOTUS,The Flower
DEN'E,Beautiful One
CHRISTINA,Christian, Annointed
HOLT,Wood
ZULEIKA,Brilliant and Lovely
CORBIN,A Raven
WHITNEY,White Island
TRORY,Variation of Rory
MARIAM,Wished-For Child
NAISER,Founder of Clans (Af)
AILIS,Noble, Kind (Ir)
TERENA,FROM TERENCE
ZIAZAN,Rainbow (Arm)
KARIM,From the name KAREEM
MARIE,From the name MARY
ESMERELDA,Emerald, Jewel
CAELAN,Victorious People
BELITA,Beautiful
SKIPPER,Shipmaster
NYDIA,A Safe Place
ALOHILANI,Shining Star from Heaven
HEREMON,Form of Irving (Ir)
AMMA,Godlike
ORMA,Free Men (Af)
LAYLA,Dark Beauty
GERRY,From the name GERALD
HELEN,Torchlight
METEA,Gentle (Gk)
VELMA,Desire to Protect
ERV,From the name IRVING
SEPTEMBER,8th Month
LEX,A Word
ADAH,Beautiful Addition
KISHA,Kitten
FIONNULA,From the name FIONA
ANNA,Gracious
ASTIN,Starlike
FRONDE,Leafy Branch
LEETO,Journey (Af)
MALO,Winner (HI)
DELFINA,Dolphin
ASHLEY,From the Ash Tree
CIANNA,God is Gracious
ERON,Peace, Enlightened
NOE,From NOEL
SHILOH,Peaceful
PASCAL,Easter's Infant (Fr)
RENEE,Reborn
NATANE,Female Child (Nat.Am)
TRENT,Thirty
ROSS,Woody Meadow
DEVON,Poet
HYMAN,He who Lives in High Place
HERTZ,My Strife
WALLACE,A Stranger
KAIKURA,Ground Squirrel (Af)
ZESIRO,First born of twins (Af)
BARNY,From the name BERNARD
MEDEA,Goddess/Sorceress (Gk)
ROSELANI,Heavenly Rose
SEANNA,God is Gracious
KANE,Honor, Tribute
ZARINA,Golden (Af)
READ,From the name REED
SAUL,Borrowed
DANIKA,Morning Star
HUELA,Fem. form of HUGH
WENDA,From the name WENDY
HOUSTON,Town of Houses
EASTER,From the Holiday
MICHON,Who is like God
MYRNA,Beloved
DERRICK,From the name DEREK
ZARIFA,Successful
THYRA,A Window or Goddess of Dawn (Gk)
HUMPHREY,Peace
JAALI,Powerful
ADELE,Noble, Kind
HINA,Goddess of the Moon
ARI,From the name ARIEL
REYNARD,Fox
AMARANTE,Flower that Never Fades
CLARKE,From the name CLARK
HARRY,From the name HAROLD
DARIO,Affluent
NIKHIL,Complete, Victorious
ZAVAD,Present (Hb)
URBAIN,Form of URBAN
NOMLANGA,Sun
EDWARDO,From the name EDWARD
BLOSSOM,Flower-like
CARL,Contraction of CHARLES
LEONORA,From the name LEONA
MANNING,Son of Man
AZANA,Ultimate (Af)
LIAN,Graceful as a Willow (Ch)
RICK,From the name RICHARD
RIONA,Form of REGINA (Ir)
MOIRA,Great
MAC,Son Of ..
ZEV,Wolf (Hb)
JABIR,Comforter
BEBHIN,Sweet, Melodious
SALENA,Salt
LOBA,To Talk (Af)
LISLE,Of the Island
KENNETH,Handsome
COLISTA,Most Beautiful
CECE,From the name CECILIA (Ir)
FLOYD,The Hollow
MURPHY,Sea Warrior
DONNEL,A Hill
CANA,Beloved (Tk)
DAMON,Day (Bt) or Constant (Gk)
PRUNELLA,Little Plum
EVERETT,Wild Boar, Strong
SONDRA,Helper/Defender of Mankind
MIKHAIL,From the name MICHAEL (Rs)
CHLORIS,Pale
STACY,Resurrection
OLIN,Holly
UMEKO,Plum Blossom Child (Jp)
MIGNON,Delicate, Graceful
CEANA,God is Gracious
ABIGAIL,Father of Joy
MARTHA,Lady
DANNIELL,God is my Judge
MARGE,From the name MARGARET
YVON,Male form of YVONNE
KELE,Sparrow Hawk (Nat.Am)
OSWALD,God of the Forest
MIGDANA,Gift
DARCY,Dark
LEENA,Illumination
FLORIDA,Flourishing
ANN,From the name ANNA
NANETTE,Gracious
MOANNA,Ocean (HI)
PAULINE,From the name PAUL
LYNDA,From the name LINDA
BASIL,Like a King
TOPAZ,From the Gem
LIXUE,Beautiful Snow (Ch)
GELLA,Joy
JOVIANNE,Majestic
CAM,From the name CAMERON
PAULOS,Form of PAUL (Gr)
KACELA,Hunter (Af)
ZACI,God of Fatherhood (Af)
DERORA,Running Streams (Hb)
KHALIL,Friend
MARRIM,Chinese Tribe (Ch)
RIVKA,Link Together
CALLA,Beauty
SEVINC,Delight
ORIEL,Gold
VANNA,From the name VANESSA
CANDIDE,Dazzling White
OCEANA,Ocean (Gk)
CHIMELU,Made of God (Af)
DOTTY,From the name DOROTHY
DASAN,Ruler (Nat.Am)
LALE,To Sing a Lullabye, Soothe
UANG,Great (Ch)
CHANDLER,Candle Maker
ELENA,From the name ELEANOR
DARIAN,From the name DARIN
WAFA,Faithful (Ar)
INGRID,A Meadow
TABER,Drummer
DALVA,Valley
LEOLA,From the name LEONA
MAREN,Contraction of MARILYN
GABY,From the name GABRIELLE
JEFFREY,Gift of Peace
VIVI,Alive (It)
JORDAN,To Flow, Descend
HUE,Flower (Vt)
EMMETT,Truth
DARIN,Precious Present
RANEE,Queen
LOCKE,Forest
RUFUS,Redhead (Lt)
XAVIER,Bright
MERIA,Rebellious One (Af)
GLORY,From the name GLORIA
BIN,From the name BINGHAM
SUSANNA,From the name SUSAN (It)
MATTOX,Sweet
ONEIDA,Standing Rock
PARIS,Lover
DARRELL,From the name DARRYL
CASSIUS,Vain
GIORGIO,From the name GEORGE
MORRIE,From the name MORRIS
BETHANY,House of Figs
EFREM,From the name EPHRAIM
GRIFFIN,Mythological Beast
SEASON,Sowing, Planting
TORIE,Victorious
PATRICK,Nobleman
LORENA,Crowned with Laurel
MINIYA,Much Expected of Her (Af)
ZACCHEUS,Innocent (Gk)
ALSATIA,From Alsace-Loraine area of France
JIHAN,Of the World
REBECCA,To Tie, To Bind
OLGA,Holy (Rs)
FRUMA,One Who Is Religious (Hb)
MALOMO,Don't Go Anymore (Af)
TERENCE,Tender, Good Gracious
ALDAN,Of Old Age
LANDIS,From the name LANDRY
ARON,From the name AARON
CIAN,Ancient
ULA,Jewel of the Sea
GARFIELD,Battlefield
TALIESIN,Radiant Brow
EDWARD,Happy Guardian
JENNY,From the name JENNIFER
GURI,Hindu Goddess of Plenty
ROLAND,Famed Throughout the Land
NORA,Honor, Respect
KYLENE,From the name Kyle
MEAD,From the Pasture
BELINDA,Beautiful Snake
ANDRALYN,FROM ANDRA & LYN
SANYU,Happiness
QUINCY,From the name QUENTIN
DAN,From the name DANIEL
MATIAS,Var. of Matthias
GABRIELLE,God is my Strength
SHAUN,From the name JOHN
GEORDI,Hill Near Meadows
NATHALIE,From the name NATALIE
GAILLE,Merry
ARNAUD,Ruler of Eagles
PHILIP,From the name PHILLIP
NUNCIO,Messenger (It)
TERREL,From the name TERENCE
OSGOOD,Goth of the Heavens
MADDOX,Son of the Patron
CLARENCE,Clear, Luminous
THEMBA,Trusted (Af)
ERIC,Honorable Ruler
ORMAND,Serpent
ORLANDO,Land of Gold
JONNY,From the name JOHN
BONNIE,From the name BONITA
FOUNTAIN,A Spring
PENNIE,From the name PENELOPE
ABBRA,Example, Lesson
ALMEDA,Ambitious
VIRGIL,Strong
STEFANIE,From STEPHANIE
GUNTHER,Warrior
YVETTE,Form of YVONNE
VENETIA,Woman of Venice
TOMMY,A Twin
MERVYN,From the name MARVIN
LIVVY,From the name OLIVER
DELAINE,Descendent of the Challenger
LONNIE,Handsome One
BLAKE,White
BETSY,From the name ELIZABETH
TOLLA,Victor
OGIMA,Chief
BELAY,Above, Superior (Af)
TYLER,House Builder
TAVIA,From OCTAVIA
GABRIELLA,From the name GABRIELLE
YANNIS,Gift of God
NOLAND,From the name NOLAND
ANEVAY,Superior (Nat.Am)
SUZANNE,From the name SUSAN
TARAN,Rocky Hill
MYLES,Soldier
PABLO,From the name PAUL
JULIA,Soft-haired, youthful
DELBERT,Bright Like Daytime
SERENITY,Peaceful Disposition
SELINA,Lunar Glow
TAWANA,Created (Nat.Am)
JACLYN,To Protect
MAEVE,Goddess
LINUS,Flaxen Colored
GARRON,Guardian
GRATIANA,Grace
MEL,From the name MELVIN
BUFFY,From the name BUNNY
ASHTYN,From the Ash Tree Town
SATCHEL,Bag
NIKKI,From the name NICOLE
PATSY,From the name PATRICIA
FIELD,A Field
HUSO,Sadness of the Bride (Af)
IDANDE,Protection
ROLF,From the name RALPH or RUDOLF (Gr)
CASIMIR,Peacemaker
WINFRED,Friend of Peace (m)
PAMELIA,From the name PAMELA
LOLONYO,Love is Beautiful (Af)
GILI,My Joy, Rejoice
PARLEY,To Speak
THURMAN,Servant of Thor
HILARY,Cheerful
ERIK,From the name ERIC
DOROTHY,Gift of God
MILO,From the name MILES (Gr)
HUBERT,Shining of Mind
STAVROS,Crowned (Gk)
MARLON,Wild Falcon (Fr)
EVANGELINE,Like an Angel
FERGAL,Man of Strength
THEODORA,From THEODORE
LOURINE,Pet Form of LOURA
KITRA,A Crown
CARHA,A Pillar stone
WAVERLY,To Wave
MARDI,Form of MARTHA
MEG,Pearl (Ir)
SERENA,Serene, Calm
ERIMENTHA,Collector of Thoughts, Determined Protector
STERLING,Valuable
COURTNEY,From the Court
BRACHA,A Blessing (Hb)
TRAPPER,Trapper
DOI,Mountain
AMARIS,Promised by God
ELDEN,Older
ROY,King
TAIT,Cheerful (Po)
TINA,Short for names ending in TINE
ORRICK,Venerable Oak
DANICA,Morning Star
CONWAY,Hound of the plain
ELIORA,God Is My Light
JANIA,God is Gracious
MARVENE,From the name MARVIN
ROBBIN,From the name ROBIN
HARLEY,Spacious Meadow
SHALAIDAH,Celtic
MARY,From the name MIRIAM
STEW,From the name STUART
ORENDA,Magic Power
ALIKA,Truthful
AVELINE,Hazel
YUMA,Son of the Chief (Nat.Am)
JAFARU,Brook, Creek (Af)
CRETE,Dim. of LUCRETIA
NETANYA,God's Gift
LENKA,Illumination (Cz)
DEIRDRA,Sorrowful, Wanderer
REDFORD,Over the Red River
POPPY,From the Flower
METTABEL,Favored by God
DENVER,Green Valley
CHASE,Hunter
PHYLICIA,From the name FELICIA
MIRABEL,Of Uncommon Beauty
DIALLO,Bold (Af)
JOHNNY,From the name JOHN
ISMAIL,God will Hear
MORSE,Son of Morris
DOLORES,Lady of Sorrows (Sp)
MORATHI,Wise Man (Af)
SAXON,Swordsman
BREDE,The Glaciar (Po)
ORION,A Hunter in Greek Mythology
DAVU,The Beginning (Af)
AL,From the name ALBERT
BETHAN,Consecrated to God (Wl)
RETH,King (Af)
RIORDAN,The King's Poet
KEEFER,Noble, Gentle
TOPPER,Hill
ACE,Unity, One
MALACHI,My Messenger
DAWN,Dawn
IDANA,From IDA & ANNA
ZOEY,Life
SEREPTA,Peaceful
LIEN,Lotus Flower (Ch)
PHILANA,Lover of Mankind
QUANDA,A Companion
MICHAELA,Feminine form of MICHAEL (Ir)
LUANA,Female Warrior
EUPHEMIA,Spoken Well Of
DUDLEY,From the Meadow
DAGMAR,Glorious
QAMAR,Moon (Ara)
JALIL,Friend (Ar)
WILHELMINA,Desire to Protect
ALLEGRA,Cheerful, Full of Energy
ADELIO,Father of the Noble Prince (Sp)
ALAN,Handsome
DES,Short for names beginning with DES
NATURE,Nature
ASHBY,Ash Tree Farm
IRENE,Peace
VLAD,Prince (Rs)
GREER,Watchful, Guardian
FENNELLA,White Shoulder (Ir)
DONELLE,Form of DONAL
SHEERA,A Song
ARISTA,Sowing the Fields
REX,King
